parent_asin,sentence_id,sentence_text,rating,aspects,sentiments,category_name
B000FC0PDA,2,the writing was good but some of it did not make sense,3.0,"[""writing"", ""it""]","[2, 0]",kindle_store
B07DXP4HP5,2,i maintain a connection to 2 lexar thumbs and a western digital 2 tb external ssd for code repositories,1.0,[],[],electronics_p2
B00154JDAI,17,yes owning alot of books is messy and probably yes alot of people would find it unminimal in the sense that the new age of digital aesthetics seems to be favoring the clinical laboratory rather than dr,1.0,[],[],electronics_p2
B01M0SFMIH,61,nice device nice bluetooth device easily activated,5.0,"[""device"", ""bluetooth device""]","[2, 2]",electronics_p2
B00SW2TWJS,1,i think it would be a good if i could read the books in order as written so i could see what happens to characters in previous books,5.0,[],[],kindle_store
B00FA6HWZU,17179923668,this game is an awesome idea,5.0,"[""game""]",[2],software
B008AZTUU8,7,she leaves before he wakes up never got his name and a few [GENERIC_NOUN] later finds out she is preggers,5.0,[],[],kindle_store
B00LWHU9D8,21,its perfect for my 4 [GENERIC_NOUN] old we have several 734 kindle fires in the house and so when i ordered the 634 it did nt really dawn on me how much smaller it is,5.0,"[""kindle fire""]",[2],electronics_p2
B07G2GQGNY,1,not for colored pencils this sharpener will break the [GENERIC_NOUN] in colored pencils and is too slow,1.0,"[""sharpener"", ""sharpener"", ""sharpener""]","[""0"", ""0"", ""0""]",office_products
B0006HWFQY,1,five [GENERIC_NOUN] works great,5.0,[],[],office_products
B003ZDO35M,3,from the hustler bert introduced in the beginning until the excellent ending the reader was treated to a wild ride,5.0,"[""ending"", ""book""]","[2, 2]",kindle_store
B085WFFQWB,8,this book definitely had me in my emotions,5.0,"[""book""]",[2],kindle_store
B08XYQRK62,3,those hinges was working against me,5.0,"[""hinges""]","[""0""]",office_products
B00WUIKWGM,1,good battery pack works perfectly on my 70d,5.0,"[""battery pack""]",[2],electronics_p1
B00C96CMFY,1,good the only complaint would be that the rubber [GENERIC_NOUN] on the [GENERIC_NOUN] over the whole top stretched out for no apparent [GENERIC_NOUN] and now the corners don t stay down,4.0,"[""rubber""]",[0],electronics_p1
B07454F4JH,2,works well had [GENERIC_NOUN] of these fail on me in the past but this [GENERIC_NOUN] works fine,4.0,[],[],electronics_p1
B08B9HF566,2,not what i thought i was getting beautiful pattern but was not happy with the material,3.0,"[""pattern"", ""material""]","[2, 0]",electronics_p2
B000QW9DL4,24,[GENERIC_NOUN] can start a scan job and [DOMAIN_NOISE] later to load the next set of film strips,4.0,[],[],office_products
B00CRHF748,61739,beautiful puzzles only [GENERIC_NOUN] is that with the last update it has not been saving my puzzle progress,4.0,"[""puzzles"", ""update""]","[2, 0]",software
B06XWR6BC3,1,jt is a wonderful writer for stories that you do not have to think too deeply about i love it,5.0,"[""jt"", ""stories"", ""jt""]","[2, 2, 2]",kindle_store
B00LV4D70O,8590260657,lol i love whatever this app is,5.0,"[""app""]",[2],software
B06Y61QKMN,8590294083,was a recommendation for slowing down disease,5.0,[],[],software
B07C7X2S82,2,the remaining 10 were difficult to open but with a little effort i managed to open all 10 without any tools,5.0,[],[],office_products
B00C7TAF3Y,34359978012,the recently released 34epilog34 chapter was great fun and a teaser of additional chapters to be released soon,5.0,"[""34epilog34 chapter"", ""34epilog34 chapter""]","[2, 2]",software
B07H9YX94V,11,there is lots of potential for this little sub so i hope more features are on the [GENERIC_NOUN],4.0,[],[],electronics_p1
B005G89L9M,5,the gray shows hand prints and the like rather easily,3.0,[],[],electronics_p1
B002LVUN6M,2,five [GENERIC_NOUN] great price service great,5.0,"[""price"", ""service""]","[2, 2]",electronics_p2
B08PVCCGBS,1,nice appearance fast data this cable connects with rj45 lan ports and is helpful for connecting a device in our [GENERIC_NOUN] a laptop to a router or switch,5.0,"[""appearance"", ""data"", ""cable""]","[2, 2, 2]",electronics_p2
B004MYFTFQ,1,keeps losing signal,1.0,"[""signal""]",[0],electronics_p1
B0822KMK48,1,usb connector might be not connected properly i returned [GENERIC_NOUN] because i thought i doesn t work,5.0,"[""usb connector""]",[0],electronics_p1
B004QK8FBG,8590396279,and editing a recording that close to hd in sizeforget about it,4.0,[],[],software
B0094BB4TW,290075,can only get 15 news feeds it drives me crazy that i can only get 15 news feeds at a [GENERIC_NOUN],3.0,"[""news feeds"", ""news feeds""]","[0, 0]",software
B0BYFGC7M1,1,good came in with some water mark or oil but [GENERIC_NOUN] else is fine,4.0,"[""water mark"", ""oil""]","[""2"", ""2""]",office_products
B00KZP2DTQ,51539854905,aubrey instagram is good for socializing with friends and family,5.0,"[""aubrey instagram""]",[2],software
B01GUENFQK,77309492917,there is no [GENERIC_NOUN] to choose favorites even in the paid [GENERIC_NOUN],2.0,[],[],software
B0C287XQLY,1,fits perfectly great [GENERIC_NOUN],5.0,[],[],electronics_p1
B073VMG4FN,6,very very good [GENERIC_NOUN],5.0,[],[],electronics_p2
B07VQ7NKS6,2,the sound quality is nice has a [GENERIC_NOUN] of bass support and i can hear voice calls clearly,4.0,"[""sound quality"", ""bass support"", ""voice calls""]","[2, 2, 2]",electronics_p2
B010BWYDYA,107,my first kindle book a disappointment,3.0,"[""kindle book""]",[0],electronics_p2
B01DOAO66G,8590474554,text away til your fingers bleed,5.0,[],[],software
B00D38XF6M,20,i wanted to like this kindle i mean it looks very nice indeed but this particular buying [GENERIC_NOUN] was a letdown,2.0,"[""kindle"", ""buying [GENERIC_NOUN]""]","[2, 0]",electronics_p2
B0BLFFR84V,4,the couch mattress and dresser were all brought into the apartment in [DOMAIN_NOISE] they were shipped in,5.0,[],[],office_products
B000RWH5Q8,3,buyer beware,1.0,[],[],office_products
B00GAOBQBW,14,tabi is a character that i do not like very much,2.0,"[""tabi""]",[0],kindle_store
B002VXTAZU,2,kindle readers please note that this book has a prologue but that the book opened at least for me at chapter 1,4.0,[],[],kindle_store
B00PSGW79I,8590265662,this games so much fun and addicting,5.0,[],[],software
B09V28P31X,5,on their website wyze explains that they ve done this to increase battery life but unless you know to look for it that particular detail isn t in the advertising,3.0,[],[],electronics_p1
B09YJPQR5X,3,lugo tells the story of 16yr old joey cryer who ends up being the sole protector of his little sister 6yr old julia cryer,4.0,[],[],kindle_store
B01MRLQ4KL,9,they look at least as good as when i printed on regular copy paper and then taped the label to the [DOMAIN_NOISE] and these self adhesive labels make the job much easier,5.0,[],[],office_products
B002NEG0VO,10,of course altec could have made this [GENERIC_NOUN] both battery and usb power operated but i guess that would be too good of a [GENERIC_NOUN] to ask for,4.0,[],[],electronics_p2
B00KDRQEYQ,3,between the glare and the constant worry of water or sand exposure it was nt worth the hassle,5.0,"[""glare"", ""water or sand exposure""]","[0, 0]",electronics_p2
B00JEY4TUK,4,its a nice quality [GENERIC_NOUN],5.0,[],[],electronics_p2
B08739SDH3,6,br in my [GENERIC_NOUN] i added an arlo pro 2 1080p and had 1 extra camera so i cycle the batteries through that and it is [GENERIC_NOUN] of the few that has the ability to charge,2.0,"[""ability to charge""]",[2],electronics_p2
B000YAUDSU,1,just bought a house in a beautiful new sub division and we got solicitors all the [GENERIC_NOUN] until this sign went up,5.0,[],[],office_products
B06WWJHFV9,2,good giant mouse pad size is good covers most of the desk [GENERIC_NOUN] like a giant mouse pad,3.0,"[""giant mouse pad"", ""giant mouse pad"", ""giant mouse pad""]","[""2"", ""2"", ""2""]",office_products
B005M3N354,1,loved the [GENERIC_NOUN] the story kept moving,4.0,"[""story""]",[2],kindle_store
B00GTCECVG,17179883245,highly recommended for [GENERIC_NOUN] who love strategy and roleplaying games,5.0,"[""strategy"", ""roleplaying games""]","[2, 2]",software
B00LIZG26C,94489474856,i bought the app i downloaded the app when i tried to run it it said to redownload it so i went back to redownload it at the [DOMAIN_NOISE] app store and its got the yellow button but it does not say install or buy whats up with that,1.0,[],[],software
B0148A9Z7Q,1,four [GENERIC_NOUN] great [GENERIC_NOUN] i just wish the cord stayed wrapped around it a little nicer,4.0,"[""cord""]",[0],electronics_p2
B08ZDRHJ7S,3,does the job good build not 13 upgraded from a basic 12 to this [GENERIC_NOUN] and out of the [DOMAIN_NOISE] i could tell it was a big upgrade,4.0,[],[],electronics_p1
B09RJLQHLM,6,in this wonderfully created world the queen holds the power in this matriarchal queendom,5.0,[],[],kindle_store
B01M1F0OB2,2,the back is not high,3.0,"[""back""]","[""0""]",office_products
B00M53DICC,51539855970,it seems like this app will help me a [GENERIC_NOUN] through my,4.0,[],[],software
B091NQQ71C,1,however the magnet came off of both and i had to use super glue to glue it back on,3.0,[],[],office_products
B07CBSSNXG,3,earned five [GENERIC_NOUN] through 6 [GENERIC_NOUN] of continuous service,5.0,[],[],electronics_p1
B07DWB96X4,2,i did love the butterfly look and that s all,1.0,"[""butterfly look""]",[2],electronics_p2
B086N3KSRQ,10,conor completely surprised me,5.0,[],[],kindle_store
B07FN17HTD,1,typos abound january 19 is featured twice what fun,1.0,"[""typos"", ""january 19"", ""fun""]","[""0"", ""0"", ""2""]",office_products
B0BJ16JR6Z,1,is it a pen is it a marker amazing marker pen,5.0,"[""marker pen""]","[""2""]",office_products
B091KQGHWF,2,constant gems will not purchase again,1.0,"[""gems""]","[""0""]",office_products
B00Z7T5KU4,7,a stand feature would have been nice,5.0,[],[],electronics_p1
B00U43F99A,2,perfect application of protector was quick and easy,5.0,"[""application of protector"", ""application of protector"", ""application of protector""]","[2, 2, 2]",electronics_p1
B0C74DYY88,1,they write incredibly smoothly almost like a gel pen the ink is dark but doesnt smudge easily,5.0,"[""writing"", ""ink"", ""ink""]","[""2"", ""2"", ""2""]",office_products
B0B933F7G2,1,fast charging and appropriate length cable fast charging and length is great for nightstand and living room use,5.0,"[""charging"", ""cable length""]","[2, 2]",electronics_p2
B004FRX0MY,570142,the [DOMAIN_NOISE] mp3 app came as bloatware on my moto defy so ive been ignoring it for [GENERIC_NOUN],5.0,[],[],software
B0B51MZ7GQ,1,i am sharing this with my coworker who has all of the same complaints about her chair,5.0,[],[],office_products
B08P7Q9M1G,1,gorgeous beading got this for a phone lanyard,5.0,[],[],office_products
B004KPKSRQ,94489321579,not happy at all hasnt been 1yr and cant use it on androids,5.0,"[""it"", ""it""]","[0, 0]",software
B01019TDJ8,85899350533,once you reserve by providing your email address windows 10 will download automically when available and you can cancel your reservation at any [GENERIC_NOUN],5.0,[],[],software
B07JVD91HD,3,my only gripe is that the magnets for the origami triangle are a little weak imo,5.0,"[""magnets""]",[0],electronics_p1
B07QB54XVG,5,easy peasy,5.0,[],[],electronics_p2
B00JEILI3W,7,in lee's estimation harry is too law abiding too timid to push back when a murderous oil baron wants to push the ranchers out and drill for oil,4.0,[],[],kindle_store
B00869XJ46,3,i loved the [GENERIC_NOUN] this book turned out and the lessons it taught on prayer,5.0,"[""book"", ""lessons""]","[2, 2]",kindle_store
B08P66VLXV,1,he love it want more 2 more of these bought [GENERIC_NOUN] for my nephew is who going off to college he love it want more 2 more of these notebook,5.0,"[""notebook""]","[""2""]",office_products
B0BHNCHF3H,3,the audio in this video does not capture the true sound quality of these speakers at all,5.0,"[""audio""]",[0],electronics_p1
B0058VW36U,42949689382,i actually purchased this game and am a little upset that its now the faotd but the game is worth,5.0,"[""game"", ""game""]","[0, 2]",software
B00TE8K9Q4,3,i have read every book s c stephens has released and i loved each and every book,5.0,"[""book""]",[2],kindle_store
B01NARGSAA,21,until that [GENERIC_NOUN] rayne and the brothers interacted fine,3.0,[],[],kindle_store
B00LV4PZ3G,68719612464,in fact when playing many of the same moves can be used to clear the lights,5.0,[],[],software
B09ZLMYQ1S,1,conquest is a great small business with quality creative [GENERIC_NOUN],4.0,"[""conquest"", ""business"", ""quality""]","[""2"", ""2"", ""2""]",office_products
B09ZQDP7VK,4,the points are not sharp enough or large enough,2.0,"[""points"", ""points""]","[""0"", ""0""]",office_products
B00NUAK25A,17180319682,nice would like to achieve goals faster,4.0,[],[],software
B09W56KRKB,1,bass is as good as it gets but definitely lacks trebel,4.0,"[""bass"", ""bass""]","[2, 0]",electronics_p1
B0BMQ8FCRY,13,br editbr the screen has started acting up after just a few hours every couple of seconds [GENERIC_NOUN] of the colors shift up a row of pixels and makes the screen all blurry,2.0,"[""screen"", ""colors"", ""screen""]","[0, 0, 0]",electronics_p2
B0035646XS,12,the opinions i have expressed are my own,5.0,[],[],kindle_store
B0792P55XH,5,kayla's words are raw beautiful vulnerable and incredibly relatable,5.0,"[""words"", ""words"", ""words"", ""words""]","[2, 2, 2, 2]",kindle_store
B093LQRKHD,1,finally learned the dynamics behind chess,4.0,[],[],kindle_store
B00OWNQZGE,1,always enjoy danielle steel's books,4.0,"[""danielle steel's books""]",[2],kindle_store
B072LQ1L5X,51539899576,keeps you thinking and your mind sharp,5.0,[],[],software
B07T5DMP3W,2,once i finished reading the book the title made sense,5.0,[],[],kindle_store
B092N8HR2J,1,good [GENERIC_NOUN] but its not perfect good [GENERIC_NOUN] but its not perfect,4.0,[],[],office_products
B07YNJBR2D,2,the [GENERIC_NOUN] is great to work with and mine had a cover for the power supply and the hard drives,5.0,[],[],electronics_p2
B00BQ5RYI4,2,this controller is able to turn what devices i want on with the click of a button and then not have to use any other remotes to change channels play movies control the volume through our receiver etc,5.0,[],[],electronics_p1
B08NYYFSQL,2,with the screen brightness turned down the screen will appear totally dark from off angles,5.0,"[""screen brightness""]",[1],electronics_p1
B01CTIG4GE,4,the wheels are durable and will probably outlast my borrowed chair,5.0,"[""wheels"", ""wheels""]","[""2"", ""2""]",office_products
B0BKMH6MG5,1,black ink is black ink was delighted to get this 2oz,5.0,[],[],office_products
B08HNFD1JP,2,great [GENERIC_NOUN] for a great price,5.0,[],[],electronics_p2
B09TL72C1R,3,what i love about this planner isbr 1 the organization it has the [GENERIC_NOUN] and then the [GENERIC_NOUN] compared to planners ive bought from other stores where all the [GENERIC_NOUN] are togetherbr 2 plenty of space for each weekday with a full page available for notesbr 3 sling for a pen i am always on the go but with this added pen sling i always have a pen attached to my planner so i dont forget to write [GENERIC_NOUN] down,5.0,"[""planner"", ""organization"", ""space"", ""sling""]","[""2"", ""2"", ""2"", ""2""]",office_products
B09SX1LNL8,3,there lacie finds love of her family members that have passed,5.0,[],[],kindle_store
B0844L4D62,1,the pens are very good quality the pens arrived a few [GENERIC_NOUN] earlier than anticipated,5.0,"[""pens"", ""pens""]","[""2"", ""2""]",office_products
B002NGATGO,1,it has a keeper which is secure and ensures my lens cap is always available to protect the lens when the camera is not in use,5.0,"[""keeper"", ""keeper""]","[2, 2]",electronics_p1
B01IWW8PV8,2,terrible customer service go with arlo cams terrible customer service they don t honor their promotions,1.0,"[""customer service""]",[0],electronics_p1
B00L0T4VL4,17180355149,addictive puzzles are beautiful and fun,5.0,"[""puzzles"", ""puzzles""]","[2, 2]",software
B07GHT1WRZ,2,harrison wilke is a shady fellow who has many shortcomings,5.0,[],[],kindle_store
B00BXPQN2K,17179958302,doesnt need internet to play it,4.0,[],[],software
B00GCT92CU,25770099022,some of the puzzles are quite tricky but its fun to play together to see who can get more answers,3.0,"[""puzzles"", ""puzzles""]","[0, 2]",software
B09CNN7P3L,1,wow what a dark and painful story,5.0,"[""story"", ""story""]","[2, 2]",kindle_store
B08SBTDWKY,1,so much nicer than his old [GENERIC_NOUN] all controls and charger port are easy to access with defined cutouts in the cover,5.0,"[""controls"", ""charger port""]","[2, 2]",electronics_p1
B0015ZZ3RO,3,thankfully many are available online but when im out shooting its nice to have a user manual to refer to,5.0,[],[],office_products
B09QQS4Q42,1,five [GENERIC_NOUN] markers were beautiful colors and great quality as usual,5.0,"[""markers"", ""markers""]","[""2"", ""2""]",office_products
B0063GORYU,25769860366,my only complaint is that its pretty easy to win but it does have enough strategy to keep you interested,4.0,"[""complaint"", ""strategy""]","[0, 2]",software
B0C74DYY88,1,if i were to have any complaint it would be that the orange is a tad light,5.0,"[""orange""]","[""1""]",office_products
B0C11C4XS8,1,these pens are absolutely amazing,5.0,"[""pens""]","[""2""]",office_products
B001FB6T5S,2,however the size of this computer makes it difficult to travel with it dosen t fit under a airplane seat and cannot be opened for use unless you are in first class,5.0,"[""size of this computer"", ""size of this computer""]","[0, 0]",electronics_p1
B0118779GQ,51539648852,enjoyable gameplay special events seem to end too quickly,5.0,"[""gameplay"", ""events""]","[2, 0]",software
B00F8K9MZQ,42949801574,it has improved each [GENERIC_NOUN] i used to go to hr block and all they did is ask me questions and they would write my answers down,5.0,[],[],software
B0C71KGWYF,1,finally a good camera bag perfect thickness,5.0,"[""camera bag"", ""thickness""]","[2, 2]",electronics_p2
B083NNV9MV,2,its [GENERIC_NOUN] of rickety the arm rests are hard plastic the whole seat tilts rather than reclining and after only 2 [GENERIC_NOUN] a wheel broke off the whole housing where it was connected broke,1.0,"[""arm rests"", ""seat"", ""wheel"", ""housing""]","[""0"", ""0"", ""0"", ""0""]",office_products
B07RCWJJ7Y,13,id recommend it to readers who enjoy a sweet romance with a redemption story that keeps you turning pages,5.0,[],[],kindle_store
B00PSGW79I,8590271201,five [GENERIC_NOUN] the game is awesome and the nano bot and the grand prix weapons are amazing keep up the good work,5.0,"[""game"", ""nano bot"", ""grand prix weapons"", ""work""]","[2, 2, 2, 2]",software
B0BZY44PW6,1,pages for the calendar were the wrong [GENERIC_NOUN],1.0,"[""pages""]","[""0""]",office_products
B007T8Z65K,654626,i have this game on my iphone and the game is awesome,1.0,"[""game""]",[2],software
B00881VLCE,416326,lots of [GENERIC_NOUN] just pick larger number of [GENERIC_NOUN],5.0,[],[],software
B08KHT9FM3,2,apparently realworld notebooks are pass [GENERIC_NOUN] stocks them any more,5.0,[],[],office_products
B015WRG5RM,94489416836,poker just ok,3.0,"[""poker""]",[1],software
B075XZCV8P,1,not happy [GENERIC_NOUN] broke not well made threw it out,3.0,[],[],electronics_p1
B07GST1C2Z,3,i compared it with a slightly larger tripod made of all plastic but the plastic legs of that [GENERIC_NOUN] are a [GENERIC_NOUN] wobbly,5.0,"[""plastic legs""]",[0],electronics_p2
B07FTSXDK4,1,cable i had to purchase this as direct tv did not install [GENERIC_NOUN] when the put my dish in,5.0,[],[],electronics_p1
B0B7JPB2FG,2,difficult to open close ring good size for flash cards to be carried in pocket,3.0,"[""ring"", ""size""]","[""0"", ""2""]",office_products
B07FTTWGSC,3,gladly the story finally picked up pace in the last four chapters,3.0,"[""story""]",[2],kindle_store
B09RWKSCR3,1,lord charles featherstone is helping men to woo women while lady emmiline loveluck is helping her clients attract a suitor,4.0,[],[],kindle_store
B071Z3KXNW,12,like a matching making puppeteer delinda pulls every string necessary to pull hailey back into the westerly world hoping to give spencer peance and love via the [GENERIC_NOUN] true love of his life,5.0,[],[],kindle_store
B084M1NGYF,2,i loved the charm that the dog's pov brought to the mystery,5.0,"[""charm""]",[2],kindle_store
B076ZTC4GQ,2,was mother suzette motivated by selfishness,4.0,[],[],kindle_store
B005MQWBRC,1,my granddaughter introduced me to the game,5.0,[],[],kindle_store
B00OOC3OGC,5,the sound is fine as long as your not rushing around like on a motorcycle or car,4.0,"[""sound""]",[1],electronics_p1
B01E5T69CO,1,five [GENERIC_NOUN] i get this [GENERIC_NOUN] every [GENERIC_NOUN] perfect,5.0,[],[],office_products
B07F3TQ6DQ,42949795837,i chose the latter [GENERIC_NOUN] since i plan on using it for a long while and also not having to sign on to gmail but much to my surprises it ended up not working,1.0,"[""it""]",[0],software
B01JSX72ZK,4,they have a nice buttery feel to,5.0,"[""feel""]","[""2""]",office_products
B07D6XCSVV,2,mark has spent [GENERIC_NOUN] studying godly wisdom,5.0,[],[],kindle_store
B01637RFR4,34360011676,purchased another tax program which worked fine,1.0,[],[],software
B007BGQDFM,1,bring on reavers story,5.0,[],[],kindle_store
B01MS6WEDJ,17180008714,ymmv as the older the software is the more patches you will probably need to download,4.0,[],[],software
B00M0XQ6FS,1,my only quibble is the occasional modern idiomatic dialogue e g,4.0,[],[],kindle_store
B0177KBWG6,6,peyton said girl is a wise cracker with a good soul,5.0,"[""girl"", ""girl""]","[2, 2]",kindle_store
B00000JL61,34360091813,my old xp computer that we have had for 12 [GENERIC_NOUN] wont even run this program,1.0,[],[],software
B01AHKXIB0,1,well written series and great world crafting kate daniels is an amazing character,5.0,"[""series"", ""world crafting"", ""kate daniels""]","[2, 2, 2]",kindle_store
B06ZZD1QN3,7,br br so a few [GENERIC_NOUN] ago i was having [GENERIC_NOUN] connecting my new iphone to my old receiver got sick of wires everywhere and just decided to junk it all and get a soundbar,5.0,[],[],electronics_p1
B07XZ4KTJT,3,the quality and function of this tray is better than many i have purchased that cost much more,4.0,"[""quality"", ""function""]","[""2"", ""2""]",office_products
B011GDT154,2,i am glad rt and z found their [GENERIC_NOUN] to happiness,5.0,[],[],kindle_store
B00E5NGYVM,42949953400,[GENERIC_NOUN] [GENERIC_NOUN] firestick would not work,1.0,"[""firestick""]",[0],software
B0BKTXC9XK,1,id buy again,5.0,[],[],office_products
B07DLYVHS7,9,my current earphones only let me hear out of [GENERIC_NOUN] ear and do nt ave volume control and i wanted my new [GENERIC_NOUN] to have the volume control,2.0,"[""earphones""]",[0],electronics_p2
B0B8VB4H4K,1,5 x 5 at once and the software will figure that out,4.0,[],[],office_products
B01CGGOUJM,11,make your decision wisely,4.0,[],[],electronics_p1
B08WPQJTZJ,1,a lonely woman becomes obsessed with the noises her neighbor makes upstairs and her disappearance the story gets revealed in layers both from her and from the neighbor well written and engaging fell down a little [GENERIC_NOUN] towards the end but overall a good read,4.0,"[""story"", ""story"", ""story"", ""story""]","[2, 2, 0, 2]",kindle_store
B01A6NI8VI,16,32 mb cache is pretty decent and its sata 3,5.0,"[""32 mb cache""]",[1],electronics_p2
B088RJ2Q6Q,3,join her for a wild ride,5.0,[],[],kindle_store
B0056CPUAC,5,the pen is a nice touch as well,4.0,"[""pen""]",[2],electronics_p2
B08NZMNQ44,1,these little laminated sheets are perfect to protect our insurance cards these little laminated sheets are perfect to protect our insurance cards car registrations and [GENERIC_NOUN] else that needs to be protected,5.0,[],[],office_products
B0B6RF2K2R,1,wonderful my daughter loves this,5.0,[],[],electronics_p1
B001CUBRPY,1,it is especially nice that printing parameters are readily set in photoshop,5.0,"[""printing parameters""]","[""2""]",office_products
B00SP9KDFU,2,loved the book,5.0,"[""book""]",[2],kindle_store
B09D7CJRZ7,3,cannot wait until timeless come out and jumps into my reader,5.0,[],[],kindle_store
B004WJS2T6,111669168659,a must have for those looking to improve their skills with adobe creative suite,5.0,[],[],software
B00WU0PYXG,51,it does nt feel heavy but there is little pressure inside the ear which is common for all nc headphones i believe,4.0,"[""pressure inside the ear""]",[1],electronics_p2
B0781YSFK3,2,great [GENERIC_NOUN] to add more power locations,3.0,[],[],electronics_p1
B0019CB29Q,1,great phone bought it to match my other three phones,5.0,[],[],office_products
B0C2N8MKLT,3,if you like cats get this card,5.0,[],[],office_products
B0057J5C34,4,note i just checked 31112 and the price is back down to around 66,4.0,[],[],electronics_p2
B08VBXGSTQ,3,two [GENERIC_NOUN] of protractors a pencil for [GENERIC_NOUN] and lead for the other a compass a ruler two triangles an eraser,5.0,[],[],office_products
B005ZXWMUS,246850,netflix great app ok too i think netflix is awesome the app is fine,5.0,"[""netflix"", ""app"", ""netflix"", ""app""]","[2, 1, 2, 2]",software
B01HMNEXUA,2,some of my favorites include mildred gutermann from have you seen luis velez elizabeth and joyce from the thursday murder club and arthur truluv from the story of arthur truluv just to name a few,4.0,[],[],kindle_store
B0C8R69YMH,1,five [GENERIC_NOUN] the device was easy to use and cuts down the red tape associated with checks and cash,5.0,"[""device"", ""device""]","[""2"", ""2""]",office_products
B09Y5PB4SY,3,very sticky paper videoid69f004fc1aa522fc982494b93bb849f4 these paper stickers are great for creating the size of the label or picture that you want it to print out,5.0,"[""paper stickers""]","[""2""]",office_products
B09P6342NG,3,the sound is very clear and good,5.0,"[""sound"", ""sound""]","[2, 2]",electronics_p1
B00GHGMCN4,21,i had an old tv in the bedroom that was still working well enough and i wasn t ready to upgrade yet,5.0,[],[],electronics_p1
B00BI60DMU,68719556969,five [GENERIC_NOUN] love it,5.0,[],[],software
B00KWG9J4A,1,loved this book,5.0,"[""book""]",[2],kindle_store
B005BTT9DY,77309628470,dont waist your [GENERIC_NOUN],1.0,[],[],software
B09G5PPLZY,3,br sound quality this is where fiio hit it out of the park with this dac amp combo,5.0,"[""sound quality""]",[2],electronics_p1
B0C283H3T5,3,the only complaint i have is that the refills that come with the set are skinny and dont last long at all,5.0,"[""refills"", ""refills""]","[""0"", ""0""]",office_products
B06X6F1R8W,2,su autor hace recomendaciones y sugiere ejercicios f ciles que le ayudar n a vencer sus miedos y recuperar la autoestima perdida,5.0,"[""autor"", ""autor"", ""ejercicios fáciles"", ""ejercicios fáciles""]","[2, 2, 2, 2]",kindle_store
B091FB7QC7,2,snug fit these take a little effort to get onto the headphones because they are a snug fit,4.0,"[""fit""]",[1],electronics_p1
B00RDPQEJG,1,a retelling of beauty and the beast with an ethnic twist rakshasas bride is a retelling of beauty and the beast with an ethnic spin,4.0,[],[],kindle_store
B00Z7GOUUS,1,five [GENERIC_NOUN] the color is so crisp,5.0,[],[],office_products
B01K8B8YA8,380,super easy to set up and like the skills available super easy to set up and like the skills available,4.0,"[""set up"", ""skills""]","[2, 2]",electronics_p2
B07MF49PXF,12,the next [GENERIC_NOUN] i went to use it my phone was unable to connect,4.0,[],[],electronics_p1
B00LWHUBPO,2,no flip page buttons no options for orientation,3.0,[],[],electronics_p1
B01M2X96R9,1,good value great value works well,4.0,"[""value"", ""value""]","[2, 2]",electronics_p2
B01I1V5C5M,2,the sox did not stretch to cover a book that was smaller than 8x10,1.0,"[""sox"", ""book""]","[""0"", ""0""]",office_products
B000WJ6LR0,6,lightweight easy to work and it stays connected to my phone a [GENERIC_NOUN] i had with my old jabra headset,5.0,"[""connection to my phone""]",[2],electronics_p2
B001HQDFAS,1,great mouse for the price this mouse is great,5.0,"[""mouse""]",[2],electronics_p2
B07XLM5L8B,34360026088,[GENERIC_NOUN] to watch no shows to watch,1.0,[],[],software
B01M6USTSH,25769994674,again quicken quicken support are both awesome but getting thru to live support is an embarrassment that intuit should address immediately,5.0,"[""quicken"", ""support"", ""live support""]","[2, 2, 0]",software
B00H580F0U,7,samantha and judd's story will have you laughing out loud and leave you feeling contented by the end wishing you did not have to leave this family,5.0,"[""samantha and judd's story"", ""samantha and judd's story"", ""samantha and judd's story""]","[2, 2, 2]",kindle_store
B07VTK654B,64,the other major con is that it does not shut down when you turn off the vehicle,3.0,[],[],electronics_p2
B077GT91LT,1,the characters are wonderfully quirky,5.0,"[""characters""]",[2],kindle_store
B00CQZ6EKW,2,lots of historical facts with comedy to keep you wanting to know more,5.0,"[""historical facts""]",[2],kindle_store
B002HWRJBM,96,i found this mouse and my hand immediately felt better,5.0,"[""mouse""]",[2],electronics_p2
B007JMX27A,94489374622,definitely download this app,4.0,[],[],software
B00006SIJQ,60129781832,still needs work this program was very disapointing,1.0,"[""program""]",[0],software
B0823SDC1W,1,i like to write a [GENERIC_NOUN] of hate generic thank yous its often hard to find cards with completely blank insides but this [GENERIC_NOUN] did,5.0,"[""cards"", ""this""]","[""0"", ""2""]",office_products
B00990Z4W6,4,it also records onto cds which is nice because it captures that static record sound so that you can 34 listen to a record 34 anywhere,1.0,"[""records onto cds""]",[2],electronics_p1
B00KSPBYJS,94489470196,fun game game seems easy but it can be very challenging,4.0,"[""game"", ""game""]","[1, 2]",software
B00EYY4MIE,1,amazing read took me into the second book without a doubt on my toes wondering what would happen next,5.0,"[""read""]",[2],kindle_store
B01HTAOZUE,77309508888,although i have not yet tried this software has facial recognition features so you can find photos in your collection of files containing specific individuals that have been photographed but maybe you forgot when and where the pictures were taken and do not have [GENERIC_NOUN] to [GENERIC_NOUN] through hundreds of digital files neat technology and cant wait to try,4.0,[],[],software
B008DYK0I2,60129544010,can watch all the games my tv service provider doesnt show,5.0,[],[],software
