parent_asin,sentence_id,sentence_text,rating,triplets,category_name,triplets_parsed,gold_aspects,has_aspect
B0001MHYK6,4,they supposedly have bigger ear cups which will hopefully translate to more comfort,4.0,[],electronics_p1,[],[],False
B01GN2IKV4,2,it has all [GENERIC_NOUN] of storage compartments too which is a bonus for me,5.0,"[[""storage compartments"", ""bonus"", 2]]",electronics_p1,"[['storage compartments', 'bonus', 2]]",['storage compartments'],True
B019XEQ6HY,5,i received this [GENERIC_NOUN] at a discounted price for my honest [GENERIC_NOUN],4.0,[],electronics_p2,[],[],False
B08L9K7PPW,2,i am using it with a big gtx980 ti ftw and the brace holds it up well,3.0,"[['brace', 'holds it up well', 2]]",electronics_p2,"[['brace', 'holds it up well', 2]]",['brace'],True
B008N6XUEQ,13,cops will be sitting literally to the [GENERIC_NOUN] where i can identify the driver of the police car and then the detector will decide to go off and other [GENERIC_NOUN] it will give me around 14 to 12 mile warning,1.0,[],electronics_p2,[],[],False
B00JNQMKSC,1,green embers' recommended,4.0,[],kindle_store,[],[],False
B0BTVBRKHS,3,additionally they include soft ear plugs which when combined with the mask do an excellent job of blocking out noise,5.0,"[['ear plugs', 'soft', 2], ['ear plugs', 'do an excellent job of blocking out noise', 2]]",electronics_p2,"[['ear plugs', 'soft', 2], ['ear plugs', 'do an excellent job of blocking out noise', 2]]",['ear plugs'],True
B00XZCYHRW,1,i think this is great for people who need to learn to use common sense,3.0,[],kindle_store,[],[],False
B08N8GCHGJ,1,it s great as long as its limitations won t affect you read below [GENERIC_NOUN] [GENERIC_NOUN] you should note is that this doesn t just give you ports to plug your devices into it provides actual cables that are hard wired into the switch and thus can t be swapped out,3.0,"[[""cables"", ""hard wired"", 0]]",electronics_p1,"[['cables', 'hard wired', 0]]",['cables'],True
B08WNGB612,4,stanley his creator is emotionally stunted but learns to love and empathize thanks to dan,5.0,[],kindle_store,[],[],False
B0176M3PXI,3,giant masses of spiders quickly overwhelming people isnt as visceral and horrifying at least to me as a close encounter with [GENERIC_NOUN] or a few when were talking books rather than movies,4.0,[],kindle_store,[],[],False
B07943SXKJ,1,great [GENERIC_NOUN] great quality,5.0,[],office_products,[],[],False
B000R4HRGO,2,i had an idea of how much the [DOMAIN_NOISE] will be weighting but,2.0,[],office_products,[],[],False
B001F5A90K,10,the calculators random function is almost useless as it is only three digits i would expect at least 10,5.0,"[['calculators random function', 'almost useless', '0'], ['calculators random function', 'would expect at least 10', '0']]",office_products,"[['calculators random function', 'almost useless', '0'], ['calculators random function', 'would expect at least 10', '0']]",['calculators random function'],True
B00MEUR1XI,8590445292,easy to get started for newbies as a newcomer to business and keeping the books i have found intuit quickbooks online easy to use and set up,5.0,"[['quickbooks online', 'easy to use', 2], ['quickbooks online', 'easy to set up', 2]]",software,"[['quickbooks online', 'easy to use', 2], ['quickbooks online', 'easy to set up', 2]]",['quickbooks online'],True
B007525JNO,2,second the only music that sounds good on them is 50 cent,2.0,"[[""music"", ""sounds good"", 2]]",electronics_p1,"[['music', 'sounds good', 2]]",['music'],True
B0739V781Z,8590427971,good choices to try,5.0,[],software,[],[],False
B0BCXGZ91N,5,what is still so impressive is how many directions this series can go,5.0,[],kindle_store,[],[],False
B00004YZQ8,26,br br moreover with the ew63 lens hood flare is not a [GENERIC_NOUN],5.0,"[[""flare"", ""not a [GENERIC_NOUN]"", 2]]",electronics_p2,"[['flare', 'not a [GENERIC_NOUN]', 2]]",['flare'],True
B00YCC5SAE,1,1 br samsung pro gray 90 80 10 3,4.0,[],electronics_p1,[],[],False
B00IO7JXWW,1,a well written synopsis of two [GENERIC_NOUN] in country serving a well written synopsis of two [GENERIC_NOUN] in country serving as construction engineer then as an aviator by a west pointer,4.0,[],kindle_store,[],[],False
B00TWC3RX4,9,stuart is a gentleman who needs to marry money,5.0,[],kindle_store,[],[],False
B096VJPKHS,1,was easy to hang and the print is good quality,5.0,"[['print', 'good quality', '2']]",office_products,"[['print', 'good quality', '2']]",['print'],True
B0776RDMY8,2,carriger tried to play with various questions of gender and questioning of one's gender identity through prim's own crises but again it was forced,3.0,"[[""questions of gender"", ""forced"", 0]]",kindle_store,"[['questions of gender', 'forced', 0]]",['questions of gender'],True
B01DU0R7A2,7,her mom is in the process of selling some of her land since she is unable to take care of it who does she sell it to none other than wyatt and rose is left to face the man she broke his heart but wyatt hurt her too so she thought,5.0,[],kindle_store,[],[],False
B00AAJQWTY,4,its up to the avengers to keep the world from falling apart and find those responsible,3.0,[],kindle_store,[],[],False
B083XTKV8V,9,also to note the power adapter cable is also on the short [GENERIC_NOUN],5.0,[],electronics_p1,[],[],False
B0006J32C8,2,sharp calculator think the calculator will eventually work when i have directions,3.0,[],office_products,[],[],False
B07BF61B8W,1,dear [DOMAIN_NOISE] valued customerbr at parkoo shop we truly care about your customer [GENERIC_NOUN] and just importantly your [GENERIC_NOUN] [GENERIC_NOUN],1.0,[],office_products,[],[],False
B075JJY2Z8,1,this book reminds me more of her earlier work with a [GENERIC_NOUN] more bdsm scenes but [GENERIC_NOUN] harsh or over the top,5.0,"[[""book"", ""reminds me more of her earlier work"", 2], [""scenes"", ""not harsh"", 2], [""scenes"", ""not over the top"", 2]]",kindle_store,"[['book', 'reminds me more of her earlier work', 2], ['scenes', 'not harsh', 2], ['scenes', 'not over the top', 2]]","['book', 'scenes']",True
B093QM12XJ,4,either [GENERIC_NOUN] with the correct divers installed my computer was not able to detect the dock,1.0,"[[""dock"", ""not able to detect"", 0]]",electronics_p2,"[['dock', 'not able to detect', 0]]",['dock'],True
B00B928VUE,6,also reading this book more than once is a must,5.0,[],kindle_store,[],[],False
B08TLYK78K,4,br i have pretty severe carpel tunnel in my right wrist and arthritis in my hand and my hand is fine at the end of the [GENERIC_NOUN] unlike the unbearable pain caused by using a mouse that you have to move on a mouse pad,5.0,[],electronics_p1,[],[],False
B09MK26W7Q,4,br this process was so easy on the soundcore flare its a major disappointment that its become such a complicated and nebulous process with this new generation of speaker,1.0,"[[""process"", ""complicated"", 0], [""process"", ""nebulous"", 0]]",electronics_p2,"[['process', 'complicated', 0], ['process', 'nebulous', 0]]",['process'],True
B0030F2U9G,11,the cable has embedded software and it may or may not be the same software that is advertised,1.0,"[[""software"", ""may or may not be the same as advertised"", 0]]",electronics_p2,"[['software', 'may or may not be the same as advertised', 0]]",['software'],True
B08RY6CMWZ,2,frank actually grows as a person,4.0,[],kindle_store,[],[],False
B0064I7INO,2,i can t make that judgement but the sigma really shines and is fully compatible with my nikon d3100,5.0,"[[""sigma"", ""really shines"", 2], [""sigma"", ""fully compatible "", 2]]",electronics_p1,"[['sigma', 'really shines', 2], ['sigma', 'fully compatible ', 2]]",['sigma'],True
B0C3QY9DFQ,2,loved this so much that i bought a second set this [GENERIC_NOUN] is perfect for [GENERIC_NOUN] that needs organization for their room or shelves,5.0,"[['set', 'perfect', '2']]",office_products,"[['set', 'perfect', '2']]",['set'],True
B07H936BZT,32,i highly recommend this tablet,5.0,"[[""tablet"", ""highly recommend"", 2]]",electronics_p2,"[['tablet', 'highly recommend', 2]]",['tablet'],True
B00F5VTYCO,2,four [GENERIC_NOUN] works fine,4.0,[],electronics_p1,[],[],False
B09KP66Z72,1,i have never uploaded pictures on [DOMAIN_NOISE] so that lets you know just how much i love this desk and how it makes my office look,5.0,"[['desk', 'love', '2'], ['desk', 'makes my office look', '2']]",office_products,"[['desk', 'love', '2'], ['desk', 'makes my office look', '2']]",['desk'],True
B01JRXN0Q6,1,five [GENERIC_NOUN] clean phone works great,5.0,[],electronics_p2,[],[],False
B09QM5TNLL,1,working like a charm so far this switch is definitely an improvement from my last switch,5.0,"[['switch', 'an improvement', 2]]",electronics_p2,"[['switch', 'an improvement', 2]]",['switch'],True
B0018O9JIG,4,some folks do not like its [DOMAIN_NOISE] and newer [GENERIC_NOUN] because the software installs a bunch of [GENERIC_NOUN] without asking according to what i have read in other [GENERIC_NOUN],5.0,[],electronics_p1,[],[],False
B07M7FTXM2,2,i m waiting for new deliver that i was wrong but lucky,4.0,[],electronics_p2,[],[],False
B083JPNRXB,1,i love reading these stories about magical gangs waging war with others and the [GENERIC_NOUN] of magical individuals who fight against them,5.0,"[[""stories"", ""love"", 2]]",kindle_store,"[['stories', 'love', 2]]",['stories'],True
B00CMY4Q2K,1,five [GENERIC_NOUN] perfect,5.0,[],office_products,[],[],False
B08SCD82DF,1,the height is nice with plenty of room below to store notebooks,5.0,"[[""height"", ""nice"", 2]]",electronics_p1,"[['height', 'nice', 2]]",['height'],True
B0811JZDQN,9,so happy with this purchase highly recommend,5.0,[],electronics_p2,[],[],False
B0BHBYC695,1,devon and gingers love story is so different,5.0,"[[""devon and gingers love story"", ""different"", 2]]",kindle_store,"[['devon and gingers love story', 'different', 2]]",['devon and gingers love story'],True
B0C6Q9RKNJ,3,good ballpoint the quality of the pen is very good especially the pen head roller,5.0,"[['ballpoint', 'good', '2'], ['quality', 'very good', '2'], ['pen head roller', 'very good', '2']]",office_products,"[['ballpoint', 'good', '2'], ['quality', 'very good', '2'], ['pen head roller', 'very good', '2']]","['ballpoint', 'quality', 'pen head roller']",True
B083NNV9MV,1,seat goes up and down easy enough,5.0,"[['seat', 'goes up and down easy enough', '2']]",office_products,"[['seat', 'goes up and down easy enough', '2']]",['seat'],True
B07W4XJJKL,1,durable fits quite a few pages like the looks stored my daughters school work,5.0,[],office_products,[],[],False
B07YH2X9WG,60129741196,price is gouging,2.0,"[['price', 'gouging', 0]]",software,"[['price', 'gouging', 0]]",['price'],True
B07WFYYX3J,8,using same cables setup getting 2k 4k respectively with 2 port aimos kvm,1.0,[],electronics_p1,[],[],False
B072KLXG5M,3,the sound quality is great,5.0,"[[""sound quality"", ""great"", 2]]",electronics_p2,"[['sound quality', 'great', 2]]",['sound quality'],True
B00V6SL8B0,1,the first 6 [GENERIC_NOUN] was ok water got in to 2 for them the company would nt stand good for them pictures were grate battery life is good value is bad,1.0,"[[""company"", ""would nt stand good for them"", 0], [""pictures"", ""grate"", 2], [""battery life"", ""good"", 2], [""value"", ""bad"", 0]]",electronics_p2,"[['company', 'would nt stand good for them', 0], ['pictures', 'grate', 2], ['battery life', 'good', 2], ['value', 'bad', 0]]","['company', 'pictures', 'battery life', 'value']",True
B01M6U3HI4,4,i love how becca allows grady the [GENERIC_NOUN] to terms with his feelings about having a child,4.0,[],kindle_store,[],[],False
B0C8TT9JDP,22,they are extremely good or watching movies and video games as they have fairly large sound stage and sound great,4.0,"[[""sound stage"", ""fairly large"", 2], [""sound"", ""great"", 2]]",electronics_p2,"[['sound stage', 'fairly large', 2], ['sound', 'great', 2]]","['sound stage', 'sound']",True
B01DXXKUTG,4,the paper strands also get caught up and cause jams i frequently need to pull paper out of the shredder,3.0,"[['paper strands', 'cause jams', '0'], ['paper', 'need to pull out', '0']]",office_products,"[['paper strands', 'cause jams', '0'], ['paper', 'need to pull out', '0']]","['paper strands', 'paper']",True
B0B8PH3177,6,0 ports and even then it is extremely slow,2.0,"[[""ports"", ""extremely slow"", 0]]",electronics_p1,"[['ports', 'extremely slow', 0]]",['ports'],True
B014WOX48O,42949816778,if i have any more quotraidsquot that inhibit my progress this game will be uninstalled,1.0,"[['game', 'will be uninstalled', 0]]",software,"[['game', 'will be uninstalled', 0]]",['game'],True
B0081JPTXK,699787,also each new game you play will ask to use memory so the gaming will be enhanced,3.0,[],software,[],[],False
B01BGTYZU4,1,g this character's kept me turning the page could,5.0,[],kindle_store,[],[],False
B01N6VQQX4,2,[GENERIC_NOUN] [GENERIC_NOUN] im not too fond of is that its not very easy to go straight to the page you need there is a notes section [GENERIC_NOUN] of covering the tab for each [GENERIC_NOUN] but its not a big [GENERIC_NOUN] if you just add your own tabsbookmarks,5.0,"[['page', 'not very easy to go straight to', '0'], ['notes section', 'not a big', '1'], ['tabsbookmarks', 'add your own', '2']]",office_products,"[['page', 'not very easy to go straight to', '0'], ['notes section', 'not a big', '1'], ['tabsbookmarks', 'add your own', '2']]","['page', 'notes section', 'tabsbookmarks']",True
B0013FDLM0,29,a pcmcia or expresscard modem might not be compatible with older or newer laptops and is no more convenient to plug in and use,5.0,"[[""modem"", "" not be compatible"", 0], [""modem"", ""no more convenient"", 0]]",electronics_p1,"[['modem', ' not be compatible', 0], ['modem', 'no more convenient', 0]]",['modem'],True
B00E1CRC86,8,this is a good alternative to using the oncamera timer,4.0,[],electronics_p2,[],[],False
B09ZKMWCGD,2,perfect monthly calendar i love that its [GENERIC_NOUN] only no weekly,5.0,"[['monthly calendar', 'love', '2'], ['weekly', 'only', '1']]",office_products,"[['monthly calendar', 'love', '2'], ['weekly', 'only', '1']]","['monthly calendar', 'weekly']",True
B09VPFY569,1,did nt work for me i plug it in install all the drivers the company tells me the windows 10 driver is the same as windows 11 i get a driver error that i ca nt fix for it complete waste of money for me cheap garbage,1.0,"[[""functionality"", ""did nt work"", 0], [""driver"", ""driver error"", 0], [""value"", ""waste of money"", 0], [""quality"", ""cheap garbage"", 0]]",electronics_p2,"[['functionality', 'did nt work', 0], ['driver', 'driver error', 0], ['value', 'waste of money', 0], ['quality', 'cheap garbage', 0]]","['functionality', 'driver', 'value', 'quality']",True
B00KDSGIPK,8590115196,if you were watching mainstream tvnot cable you would have ads so whats the big deal,5.0,[],software,[],[],False
B004MFQ2I8,3,great purchase very sturdy,5.0,[],electronics_p1,[],[],False
B07T9KV88Z,13,i love this little printer this is a fantastic little printer,5.0,"[[""printer"", ""love"", 2], [""printer"", ""fantastic"", 2]]",electronics_p2,"[['printer', 'love', 2], ['printer', 'fantastic', 2]]",['printer'],True
1441325867,1,it quite flat which means its not hardbon my book bindings,5.0,"[['book bindings', 'not hard', '0']]",office_products,"[['book bindings', 'not hard', '0']]",['book bindings'],True
B00H09BB16,42949921016,install was easy enough,5.0,[],software,[],[],False
B09NXCKWQN,1,colors are super vibrant and they can withstand abuse,5.0,"[['colors', 'super vibrant', '2'], ['colors', 'withstand abuse', '2']]",office_products,"[['colors', 'super vibrant', '2'], ['colors', 'withstand abuse', '2']]",['colors'],True
B00NAFEGVG,1,two sided mounting tape works very well,5.0,"[['two sided mounting tape', 'works very well', '2']]",office_products,"[['two sided mounting tape', 'works very well', '2']]",['two sided mounting tape'],True
B01MTGBKPQ,1,great to have error codes,5.0,[],electronics_p1,[],[],False
B0BTMQ8VX6,1,worked well contents were easily identifiable,5.0,"[['contents', 'easily identifiable', '2']]",office_products,"[['contents', 'easily identifiable', '2']]",['contents'],True
B0B9T83FRY,1,the fortune keeper is a beautifully atmospheric novel of 17th century venice delivering all the anticipated mystery intrigue danger and love within the shadowed passages and moonlit canals wed expect,5.0,"[[""fortune keeper"", ""beautifully atmospheric"", 2], [""novel"", ""delivering all the anticipated mystery intrigue danger and love"", 2]]",kindle_store,"[['fortune keeper', 'beautifully atmospheric', 2], ['novel', 'delivering all the anticipated mystery intrigue danger and love', 2]]","['fortune keeper', 'novel']",True
B00NKBEGDS,3,what is worse is that they have to pose as a live in couple on the competition circuit,5.0,[],kindle_store,[],[],False
B013LKLK2M,1,extended my network quick and easy,5.0,[],electronics_p1,[],[],False
B074XS5XJT,5,they even took close ups of the dash cam so maybe sales will pick up,4.0,[],electronics_p1,[],[],False
B07GLLVX7V,1,i can not wait to read the others in the series to see what happens with ruadan and arianna,5.0,[],kindle_store,[],[],False
B09YL2D2RQ,1,excellent elegant simple controls and good output with a properly matched antenna just the radio for the beginner and for the expert to have on hand when the zombies come,5.0,"[[""radio"", ""excellent"", 2], [""radio"", ""elegant"", 2], [""controls"", ""simple"", 2], [""output"", ""good"", 2]]",electronics_p2,"[['radio', 'excellent', 2], ['radio', 'elegant', 2], ['controls', 'simple', 2], ['output', 'good', 2]]","['radio', 'controls', 'output']",True
B00E965AUQ,1,great cable this feels like a high quality cable,5.0,"[[""cable"", ""great"", 2], [""cable"", ""high quality"", 2]]",electronics_p1,"[['cable', 'great', 2], ['cable', 'high quality', 2]]",['cable'],True
B00OQVZDJM,2,our older [GENERIC_NOUN] died so we upgraded,4.0,[],electronics_p1,[],[],False
B09G3MBH6V,3,setup was a [GENERIC_NOUN] of cake and [GENERIC_NOUN] were immediate,5.0,[],electronics_p1,[],[],False
B0192911RA,37,just the same old crap,4.0,[],electronics_p2,[],[],False
B07J33PQNX,1,meet cyborgs and ai's who is humanity may be called into question,5.0,[],kindle_store,[],[],False
B0041O5X8A,4,br br update aug 2015 garmins customer service is outstanding and provided a refurbished [DOMAIN_NOISE] for a price substantially lower than buying a new garmin,4.0,"[[""customer service"", ""outstanding"", 2], [""price"", ""substantially lower"", 2]]",electronics_p2,"[['customer service', 'outstanding', 2], ['price', 'substantially lower', 2]]","['customer service', 'price']",True
B0927P3QF2,7,although dale and daisy's relationship is built on daisy's lies they find themselves intensely attracted to each other,5.0,[],kindle_store,[],[],False
B0093JKBYO,1,it s an awesome remote and i d say you cannot buy better for the money,4.0,"[[""remote"", ""awesome"", 2]]",electronics_p1,"[['remote', 'awesome', 2]]",['remote'],True
B07T3S1TCG,1,the voice level was ok but for mane different people i called [GENERIC_NOUN] was hearing their own sound two [GENERIC_NOUN],1.0,"[[""voice level"", ""ok"", 1]]",electronics_p1,"[['voice level', 'ok', 1]]",['voice level'],True
B07D1C34G6,2,the ability to edit through the app is very useful,4.0,"[['ability', 'very useful', '2']]",office_products,"[['ability', 'very useful', '2']]",['ability'],True
B005FVDTA2,8,these also have a huge soundstage,4.0,"[[""soundstage"", ""huge"", 2]]",electronics_p2,"[['soundstage', 'huge', 2]]",['soundstage'],True
B00CC5OYV2,2,guess what this [GENERIC_NOUN] is not eligible for [DOMAIN_NOISE],2.0,[],office_products,[],[],False
B01KGZVUHU,1,pipe dreams has many of the elements i love in a book,4.0,"[[""pipe dreams"", ""many of the elements i love"", 2]]",kindle_store,"[['pipe dreams', 'many of the elements i love', 2]]",['pipe dreams'],True
B018KGK3XO,3,this was the best laptop money could buy in 2016,5.0,"[['laptop', 'best', 2]]",electronics_p2,"[['laptop', 'best', 2]]",['laptop'],True
B00D2JS2K6,2,all my [GENERIC_NOUN] was in south central alaska which is in many ways less challenging then the flying in south west alaska described here but the weather can still bite you,5.0,[],kindle_store,[],[],False
B000F7V2GO,5,this is the best solution and installing it requires only a screwdriver and takes less than 5 minutes,5.0,"[[""solution"", ""best"", 2], [""installation"", ""takes less than 5 minutes"", 2]]",electronics_p2,"[['solution', 'best', 2], ['installation', 'takes less than 5 minutes', 2]]","['solution', 'installation']",True
B09JW6GY4L,1,wireless charging works on my qi charger no [GENERIC_NOUN],5.0,[],electronics_p1,[],[],False
B00GEEB6M2,2,romance and some pretty good suspense follow all in all a very satisfying tale,4.0,"[[""romance"", ""pretty good"", 2], [""suspense"", ""pretty good"", 2], [""tale"", ""satisfying"", 2]]",kindle_store,"[['romance', 'pretty good', 2], ['suspense', 'pretty good', 2], ['tale', 'satisfying', 2]]","['romance', 'suspense', 'tale']",True
B003G4W49C,1,it is ok of a book the encounter should have been facts to face ended and the queen to see what would happen,2.0,[],kindle_store,[],[],False
B06XGQRMKR,15,the opinions are mine alone and are not biased in any [GENERIC_NOUN],4.0,[],kindle_store,[],[],False
B003UYUOZ4,7,2 in the post script the author added brief explanations of a couple basic plot points,4.0,[],kindle_store,[],[],False
B08D1BWLL7,1,great buy all the [GENERIC_NOUN] around love this phone,5.0,"[['phone', 'love', '2']]",office_products,"[['phone', 'love', '2']]",['phone'],True
B009RVUYAY,1,these cards write much faster in my dslr camera,5.0,"[[""cards"", ""write much faster"", 2]]",electronics_p1,"[['cards', 'write much faster', 2]]",['cards'],True
B01NGU09BM,3,i really think the 34 questions and thoughts34 for children at the end of the book are a great tool for starting conversations with a child or a group of children,5.0,"[[""questions and thoughts"", ""great tool"", 2]]",kindle_store,"[['questions and thoughts', 'great tool', 2]]",['questions and thoughts'],True
B000GD8WKG,17180207306,remember the old [GENERIC_NOUN] of graphing linear equations by calculating the slope and plotting points,5.0,[],software,[],[],False
B01N6DC2ZE,6,br br update 11 4 2017 br br so anker contacted me after i posted the original [GENERIC_NOUN] and offered to send a new set of headphones at no cost to me since they were still under warranty,5.0,[],electronics_p1,[],[],False
B00J5VC8C8,1,five [GENERIC_NOUN] they are perfect for the cards that i hand make,5.0,"[['cards', 'perfect', '2']]",office_products,"[['cards', 'perfect', '2']]",['cards'],True
B09MLPPZFD,1,the ink is better the roller ball is much smoother to write with and the colors are better,5.0,"[['ink', 'better', '2'], ['roller ball', 'much smoother', '2'], ['colors', 'better', '2']]",office_products,"[['ink', 'better', '2'], ['roller ball', 'much smoother', '2'], ['colors', 'better', '2']]","['ink', 'roller ball', 'colors']",True
B075SRPWZT,3,the next [GENERIC_NOUN] is the price of the [GENERIC_NOUN] of training before the mc leaves for the tournament,3.0,[],kindle_store,[],[],False
B072FHJVT2,2,great [GENERIC_NOUN],5.0,[],electronics_p2,[],[],False
B08WLBCF8X,1,excellent start to what could be a great series,5.0,"[[""start"", ""excellent"", 2], [""series"", ""great"", 2]]",kindle_store,"[['start', 'excellent', 2], ['series', 'great', 2]]","['start', 'series']",True
B08T5Z88MV,1,i know the tiny [GENERIC_NOUN] are for creditdebit cards but i bought an a5 3 pocket to put those in,5.0,[],office_products,[],[],False
B00006L4F1,1,great price and quality exceeded my expectations,5.0,"[[""price"", ""great"", 2], [""quality"", ""exceeded my expectations"", 2]]",electronics_p2,"[['price', 'great', 2], ['quality', 'exceeded my expectations', 2]]","['price', 'quality']",True
B0BS1QXF6M,1,pairs up super easy and you can also use the headjack if blue tooth is not available,5.0,[],electronics_p1,[],[],False
B08ZF2Z7Y1,2,basically its cheap plastic material and some metal front bars and some screws that when put together don t look half bad,4.0,"[[""plastic material"", ""cheap"", 0]]",electronics_p1,"[['plastic material', 'cheap', 0]]",['plastic material'],True
B0016P14O4,1,the description says it will print approximately 200 pages,1.0,[],office_products,[],[],False
B0148NPJ78,19,however the [GENERIC_NOUN] is that the microphone does not work again in mumble until the program is restarted,1.0,"[[""microphone"", ""does not work again in mumble until the program is restarted"", 0]]",electronics_p2,"[['microphone', 'does not work again in mumble until the program is restarted', 0]]",['microphone'],True
B000GHW0LO,1,padding is perfect but the available space is tighter than some other mailers of the same size,4.0,"[['padding', 'perfect', '2'], ['space', 'tighter than some other mailers of the same size', '0']]",office_products,"[['padding', 'perfect', '2'], ['space', 'tighter than some other mailers of the same size', '0']]","['padding', 'space']",True
B077Y5W76L,1,copy function is as good as any dedicated copier i have ever use,5.0,"[['copy function', 'as good as any dedicated copier', '2']]",office_products,"[['copy function', 'as good as any dedicated copier', '2']]",['copy function'],True
B0B86VBN7G,1,great to build selfesteem in preteens and teens,5.0,"[[""selfesteem"", ""great"", 2]]",kindle_store,"[['selfesteem', 'great', 2]]",['selfesteem'],True
B003BYQ8N0,17180386594,i called tech support but my first 10 free [GENERIC_NOUN] had expired and each minute of phone support was 1,1.0,[],software,[],[],False
B00YXJLA0I,2,but the charger works well,5.0,"[[""charger"", ""works well"", 2]]",electronics_p1,"[['charger', 'works well', 2]]",['charger'],True
B07N317JYC,6,i probably will upgrade to wireworld ultraviolet 7 next to spend more [GENERIC_NOUN] streaming,5.0,[],electronics_p2,[],[],False
B017EE2L7O,3,buy this [GENERIC_NOUN],5.0,[],electronics_p1,[],[],False
B00PVQE25C,17180024254,great enjoy this easy game,3.0,[],software,[],[],False
B00KWANAUU,6,during prohibition there was lots of money floating around and that proved to be a temptation to many who wore the badge,5.0,[],kindle_store,[],[],False
B07BFRYH2K,17179947650,when the jumping ends an apple error report is generated without exception,3.0,[],software,[],[],False
B06Y2JWJSN,2,the only function then is to draw with it and that seems to get old really fast,2.0,"[['function', 'get old really fast', '0']]",office_products,"[['function', 'get old really fast', '0']]",['function'],True
B0BZ12KNZZ,2,bic ink pen nice thebox was bust open,3.0,"[['bic ink pen', 'nice', '2'], ['thebox', 'bust open', '0']]",office_products,"[['bic ink pen', 'nice', '2'], ['thebox', 'bust open', '0']]","['bic ink pen', 'thebox']",True
B00AD7YI2Q,1,nice basic closeup filter kit nice pouch clear optics 10 has a [GENERIC_NOUN] of distortion around the edges,4.0,"[[""pouch"", ""nice"", 2], [""optics"", ""clear"", 2], [""edges"", ""distortion around"", 0]]",electronics_p2,"[['pouch', 'nice', 2], ['optics', 'clear', 2], ['edges', 'distortion around', 0]]","['pouch', 'optics', 'edges']",True
B001D1Q7PM,94489289401,only option i see is online payment via quicken,1.0,[],software,[],[],False
B009M68K5A,1,otherwise sound quality is good,4.0,"[[""sound quality"", ""good"", 2]]",electronics_p2,"[['sound quality', 'good', 2]]",['sound quality'],True
B09JBRB635,3,great business to do business with,5.0,"[[""business"", ""great to do business with"", 2]]",electronics_p2,"[['business', 'great to do business with', 2]]",['business'],True
B07YH2PTCJ,42949878577,uninstalled tt downloaded 4 [GENERIC_NOUN] same [GENERIC_NOUN],1.0,[],software,[],[],False
B00H8FIZQQ,2,[GENERIC_NOUN] of the most difficult task a pastor can face is bringing back to life the vision and vitality of a dying church,5.0,[],kindle_store,[],[],False
B0748KXVJ2,1,clear material looked glossy but felt slightly rough not noticeable,5.0,"[['material', 'looked glossy', '2'], ['material', 'felt slightly rough', '0'], ['material', 'not noticeable', '1']]",office_products,"[['material', 'looked glossy', '2'], ['material', 'felt slightly rough', '0'], ['material', 'not noticeable', '1']]",['material'],True
B00B29PJGS,77309569549,the samsung tab 2 got to the opening splash screen but pressing start simply [GENERIC_NOUN] in a long delay and a [DOMAIN_NOISE] to my home page,1.0,[],software,[],[],False
B005TK6438,85899417439,[GENERIC_NOUN] [GENERIC_NOUN] i especially love is that when i load the new [GENERIC_NOUN] [GENERIC_NOUN] it is able to scan my files from the previous [GENERIC_NOUN] and automatically load all the information it needs to begin filling in names addresses previous sources for income interest charities i previously contributed to and many other sources that i would have to [GENERIC_NOUN] in other programs,5.0,[],software,[],[],False
B00J3HM950,1,battery life is to short battery does nt last like the manuf says not happy with it at all,1.0,"[[""battery life"", ""too short"", 0], [""battery"", ""does nt last like the manuf says"", 0]]",electronics_p2,"[['battery life', 'too short', 0], ['battery', 'does nt last like the manuf says', 0]]","['battery life', 'battery']",True
B0072KBY2Y,77309641343,holy smokes this app is amazing,5.0,"[['app', 'amazing', 2]]",software,"[['app', 'amazing', 2]]",['app'],True
B006LU0GYS,3,this series has kept me up late at night because i do not want to put the books down,5.0,"[[""series"", ""kept me up late"", 2], [""books"", ""do not want to put down"", 2]]",kindle_store,"[['series', 'kept me up late', 2], ['books', 'do not want to put down', 2]]","['series', 'books']",True
B000FAB6P8,34360014734,also the report emails work fine and have been useful from [GENERIC_NOUN] to [GENERIC_NOUN],4.0,[],software,[],[],False
B01ARIX8ZS,25770046537,love to color seems to be a good app so far,4.0,"[['app', 'seems to be a good', 2]]",software,"[['app', 'seems to be a good', 2]]",['app'],True
B0BT1BTW94,80,the wifi signal was much stronger with the orbi but the bandwidth of the 2,2.0,"[[""wifi signal"", ""much stronger with the orbi"", 0]]",electronics_p2,"[['wifi signal', 'much stronger with the orbi', 0]]",['wifi signal'],True
B008NF3VF0,3,this bag in conjunction with the eagle creek packing cubes and packing folder have revolutionized the [GENERIC_NOUN] that i travel,5.0,"[[""bag"", ""have revolutionized the way i travel"", 2]]",electronics_p2,"[['bag', 'have revolutionized the way i travel', 2]]",['bag'],True
B00Q3VQI8I,3,it performs well with my logitech gaming laser mouse,5.0,"[['logitech gaming laser mouse', 'performs well', '2']]",office_products,"[['logitech gaming laser mouse', 'performs well', '2']]",['logitech gaming laser mouse'],True
B00BI60DMU,68719556539,spent hours trying to make this app work,1.0,[],software,[],[],False
B0849PM486,2,glad caleb got his hea,4.0,[],kindle_store,[],[],False
B0C62D7LFP,4,it has a long battery for traveling,5.0,"[[""battery"", ""long"", 2]]",electronics_p2,"[['battery', 'long', 2]]",['battery'],True
